"Str #","Mall Name","Developer","City","ST","ZIP Code","Market Area","Gross SqFt (Lease) ","Sales Area SqFt (Cnstr)","REC Approve Date","Original Opening ","Remodel Date","Lease Expires","Sales Projection","TY TTM Sales","TY Sales PSF","TY TTM Op Inc","TY TTM CF","Sales % ? vs. LY","LY TTM Sales","LY Sales PSF","LY TTM Op Inc","LY TTM CF","TTM R&O","R&O % Sales","Tenant Allowance PSF","Center Type","Cluster Name","Center Rank","Mall GLA","Shop GLA","Mall Sales PSF ","Mall Sales PSF Date ","RM / DM Wishlist","Top Tier ""A""","Forever 21","State/Area","Mills/Outlet","Street","Store Prototype ","Center Cashwrap (Y/N)","Entry Soffit (Y/N)","Cashwrap Soffit (Y/N)","Illuminated Accessory Wall (Y/N)","Illuminated Shoe Wall (Y/N)","Illuminated Window Walls (Y/N)","Floor Finish ","Brite Store Make-Up"
,"Westwood Mall","GGP","Jackson","MI",49202,"Jackson, MI MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Washington Park Mall","GGP","Bartlesville","OK",74006,"Tulsa, OK MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Three Rivers Mall","GGP","Kelso","WA",98626,"Longview, WA MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"The Pines","GGP","Pine Bluff","AR",71601,"Pine Bluff, AR MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"St. Lawrence Centre","GGP","Massena","NY",13662,"Ogdensburg-Massena, NY ",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"SouthShore Mall","GGP","Aberdeen","WA",98520,"Aberdeen, WA Micropolitan",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Silver Lake Mall","GGP","Coeur D'Alene","ID",83815,"Coeur D'Alene, ID MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Sikes Senter","GGP","Wichita Falls","TX",76308,"Witchita Falls, TX MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Rogue Valley Mall","GGP","Medford","OR",97501,"Medford, OR MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Rio West Mall","GGP","Gallup","NM",87301,"Gallup, NM Micropolitan",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Pine Ridge Mall","GGP","Chubbuck","ID",83202,"Pocatello, ID, MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Piedmont Mall","GGP","Danville","VA",24540,"Danville,VA ",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"North Plains Mall","GGP","Clovis","NM",88101,"Clovis, NM Micorpolitan",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Laurel Commons","GGP","Laurel","MD",20707,"Washinton, Arlington, Alexandia, DC-MD-VA-WV MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Knollwood Mall","GGP","St. Louis Park","MN",55426,"Minneapolis--St. Paul,Bloomington MN--WI MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Hot Springs Mall","GGP","Hot Springs","AR",71913,"Hot Springs, AR MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Gateway Mall","GGP","Springfield","OR",97477,"Eugene--Springfield, OR MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Eastridge Mall","GGP","Casper","WY",82609,"Casper, WY",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Colony Square Mall","GGP","Zanesville","OH",43701,"Zanesville, OH Micropolitan",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Cache Valley Mall","GGP","Logan","UT",84341,"Logan-UT-ID MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Bayshore Mall","GGP","Eureka","CA",95501,"Eureka-Arcata-Fortuna, CA MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Landings, The","First National Development","Lansing","IL",60438,"Chicago-Naperville-Joliet, IL-IN-WI ",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Harrisburg East Mall","Feldman Properties","Harrisburg","PA",17111,"Harrisburg--Lebanon--Carlisle, PA MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Schuylkill Mall","Fameco Real Estate","Frackville","PA",17931,"Pottsville, PA Micropolitan",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"East Hills Shopping Center","Dreiseszun & Morgan","St. Joseph","MO",64506,"St. Joseph, MO-KS MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Northland Plaza","DLC Management Corp","DeKalb","IL",60115,"Chicago-Naperville-Joliet, IL-IN MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Fort Steuben Mall","DLC Management Corp","Steubenville","OH",43952,"Weirton-Steubenville, WV-OH",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Washington Commons","Development Assocs., LLC","Green Bay","WI",54301,"Green Bay, WI MSA ",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Quincy Place Mall","DDR","Ottumwa","IA",52501,"Ottumwa, IA Micropolitan",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Liberty Fair Mall","DDR","Martinsville","VA",24112,"Martinsville, VA Micropolitan",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Quincy Mall","Cullian Properties Ltd. ","Quincy","IL",62301,"Quincy, IL-MO",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Temple Mall","Coyote Mgmt","Temple","TX",76502,"Killeen-Temple-Fort Hood, TX MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Alton Square Mall","Coyote Mgmt","Alton","IL",62002,"St. Louis, MO--IL MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Mt. Shasta Mall","Cordano Company ","Redding","CA",96003,"Redding, CA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"BoDo Boise Downtown","Colliers International","Boise","ID",83702,"Boise City-Nampa, ID MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Coddingtown Mall","Codding Investments, Inc.","Santa Rosa","CA",95401,"Santa Rosa-Petaluma, CA MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Clearwater Mall","Centro","Clearwater","FL",33736,"Tampa--St. Petersburg--Clearwater, FL MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Richmond Mall","CBRE Louisville","Richmond","KY",40475,"Richmond - Berea KY MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Lakeshore Mall","CBL","Sebring","FL",33870,"Sebring,FL ",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"College Square","CBL","Morristown","TN",37813,"Morristown, TN MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Ohio Valley Mall","Cafaro Company","St. Clairsville","OH",43950,"Wheeling, WV-OH ",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Village Mall","c/o Village Mall ","Danville","IL",61832,"Danville, IL MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Santa Maria Town Center","c/o Santa Maria Management","Santa Maria","CA",93454,"Santa Barbara-Santa Maria-Goleta, CA MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Lancaster Mall","C. E. John Co.","Salem","OR",97301,"Salem, OR MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Colony Place at Plymouth","Atlantic Retail Properties","Plymouth","MA",2360,"Boston-Cambridge-Quincy, MA MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Western Hills Mall","Aronov","Fairfield","AL",35064,"Birmingham-Hoover, AL MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Aiken Mall","Aronov","Aiken","SC",29803,"Augusta-Richmond County, GA MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"West Manchester Mall",,"York","PA",17404,"York-Hanover, PA MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Susquehanna Valley Mall",,"Selinsgrove","PA","17870-1219","Selinsgrove, PA Micropolitan",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"South Sound Center",,"Lacey/Olympia","WA","98503-1124","Olympia, WA ",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Shore Mall",,"Egg Harbor Township","NJ",8234,"Atlantic City, NJ ",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Rolling Acres Mall",,"Akron","OH",44322,"Akron, OH MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Los Colobos Shopping Center",,"Carolina","PR",983,"San Juan-Caguas-Guaynabo, PR MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Lockport Mall",,"Lockport","NY",14094,"Buffalo--Niagara Falls, NY MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Hickory Ridge",,"Hickory","NC",28602,"Hickory--Morganton--Lenoir, NC MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Heritage Park Mall",,"Midwest City","OK",73110,"Oklahoma City, OK MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Fort Henry Mall",,"Kingsport","TN",37664,"Kingsport-Bristol-Bristol, TN-VA MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Clifton Park Center",,"Clifton Park","NY",12065,"Albany--Schenectady--Troy, NY MSA",,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"Aroostook Centre Mall",,"Presque Isle","ME",4769,,,,,,,,,,,,,,,,,,,,,"M","Rural",,,,,,,,,,,,,,,,,,,,
,"VF Outlet Center ","VF Outlet Inc. ","Reading ","PA",19601,"Reading, PA - MSA",,,,,,,,,,,,,,,,,,,,"O ","Outlet",,,,,,,,,,,,,,,,,,,,
,"Lakeland Station Outlets ","Gilad Devlpmnt. Inc.","Lakeland ","TN",38002,"Memphis, TN-MS-AR MSA",,,,,,,,,,,,,,,,,,,,"O ","Outlet",,,,,,,,,,,,,,,,,,,,
,"VF Outlet Mall ","VF Outlet Inc. ","North Dartmouth","MA",2747,"Boston-Worcester-Lawrence-Lowell-Brockton,MA-NH",,,,,,,,,,,,,,,,,,,,"O","Outlet",,,,,,,,,,,,,,,,,,,,
,"Tanger Outlet Center ","Tanger ","Foley","AL",36535,"Daphne-Fairhope-Foley, AL Micropolitian Statistical Area",,,,,,,,,,,,,,,,,,,,"O","Outlet",,,,,,,,,,,,,,,,,,,,
,"Prime Outlets -Grove City","Prime ","Grove City ","PA",16127,"Youngstown-Warren-Boardman- OH-PA ",,,,,,,,,,,,,,,,,,,,"O","Outlet",,,,,,,,,,,,,,,,,,,,
,"Miromar Outlets ","Miromar Development","Estero ","FL",33928,"Cape Coral - Fort Myers, FL ",,,,,,,,,,,,,,,,,,,,"O","Outlet",,,,,,,,,,,,,,,,,,,,
,"Outlets of Maui","Honu Group Inc. ","Maui","HI",,"Hawaii",,,,,,,,,,,,,,,,,,,,"O","Outlet",,,,,,,,,,,,,,,,,,,,
,"The Legends at Sparks Marina ","Craig Realty","Sparks ","NV",,"Reno-Sparks, NV ",,,,,,,,,,,,,,,,,,,,"O","Outlet",,,,,,,,,,,,,,,,,,,,
,"Liberty Village Premium Outlets","Chelsea Property Group","Flemington","NJ",8822,"New York-Northern New Jersey-Long Island, NY-NJ-PA",,,,,,,,,,,,,,,,,,,,"O","Outlet",,,,,,,,,,,,,,,,,,,,
,"Royal Hawaiian","The Festival Companies","Waikiki","HI",,"Hawaii",,,,,,,,,,,,,,,,,,,,"M","Mall",,,,,,,,,,,,,,,,,,,,
,"Phipps Plaza","Simon","Atlanta","GA",30326,"Atlanta-Sandy Springs-Marietta, GA ",,,,,,,,,,,,,,,,,,,,"M","Mall",,,,,,,,,,,,,,,,,,,,
,"Mall at Chestnut Hill","Simon","Chestnut Hill","MA",,"Boston-Cambridge-Quincy, MA MSA",,,,,,,,,,,,,,,,,,,,"M","Mall",,,,,,,,,,,,,,,,,,,,
,"Diamond Center","Simon","Anchorage","AK","99515-2028","Anchorage, AK MSA",,,,,,,,,,,,,,,,,,,,"M","Mall",,,,,,,,,,,,,,,,,,,,
,"Anchorage 5th Avenue Mall","Simon","Anchorage","AK",99501,"Anchorage, AK MSA",,,,,,,,,,,,,,,,,,,,"M","Mall",,,,,,,,,,,,,,,,,,,,
,"Tyson's Galleria","GGP","McLean","VA",22102,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",,,,,,,,,,,,,,,,,,,,"M","Mall",,,,,,,,,,,,,,,,,,,,
,"Bal Harbour Shops","Bal Harbour Shops","Bal Harbour","FL",33154,"Miami-Fort Lauderdale, Pompano Beach, FL MSA",,,,,,,,,,,,,,,,,,,,"M","Mall",,,,,,,,,,,,,,,,,,,,
,"Waterfront Commons","Waterfront Commons Development","Staten Island","NY",,"New York-Northern New Jersey-Long Island, NY NJ MSA",,,,,,,,,,,,,,,,,,,,"LU","Lifestyle",,,,,,,,,,,,,,,,,,,,
,"Long Beach Towne Center","The Seeley Company ","Long Beach","CA",90802,"Los Angeles-Long Beach",,,,,,,,,,,,,,,,,,,,"LU","Lifestyle",,,,,,,,,,,,,,,,,,,,
,"Virginia Gateway","The Peterson Companies","Gainesville","VA",20156,"Washington-Arlington-Alexandira DC-MD-VA-WV MSA",,,,,,,,,,,,,,,,,,,,"LU","Lifestyle",,,,,,,,,,,,,,,,,,,,
,"Ka Makana Ali'i","The McGarey Group","Honolulu","HI",96816,"Honolulu, HI MSA",,,,,,,,,,,,,,,,,,,,"LU","Lifestyle",,,,,,,,,,,,,,,,,,,,
,"Westgate City Center ","The Ellman Companies","Glendale","AZ",85305,"Phoenix-Mesa-Scottsdale, AZ MSA",,,,,,,,,,,,,,,,,,,,"LU","Lifestyle",,,,,,,,,,,,,,,,,,,,
